"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Status","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Barcode","Variant Price","Variant Compare At Price","Variant Inventory Tracker","Variant Inventory Qty","Variant Taxable","Variant Weight","Variant Weight Unit","Image Src"
"the-knitted-scoop-dress-lemon","The knitted scoop dress - lemon","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","14","","","","","","","34.00","","shopify","4","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/5E25AD7C-2F67-48F8-A3B5-44E4E673466A.jpg?v=1754706016"
"the-knitted-scoop-dress-lemon","The knitted scoop dress - lemon","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","16","","","","","","","34.00","","shopify","5","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/5E25AD7C-2F67-48F8-A3B5-44E4E673466A.jpg?v=1754706016"
"the-knitted-scoop-dress-powder-blue","The knitted scoop dress - powder blue","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","4","","","","","","","34.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900733C9-CF8A-414F-9164-D6EA4BADA120.jpg?v=1754705510"
"the-knitted-scoop-dress-powder-blue","The knitted scoop dress - powder blue","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","6","","","","","","","34.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900733C9-CF8A-414F-9164-D6EA4BADA120.jpg?v=1754705510"
"the-knitted-scoop-dress-powder-blue","The knitted scoop dress - powder blue","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","8","","","","","","","34.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900733C9-CF8A-414F-9164-D6EA4BADA120.jpg?v=1754705510"
"the-knitted-scoop-dress-powder-blue","The knitted scoop dress - powder blue","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","10","","","","","","","34.00","","shopify","1","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900733C9-CF8A-414F-9164-D6EA4BADA120.jpg?v=1754705510"
"the-knitted-scoop-dress-powder-blue","The knitted scoop dress - powder blue","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","12","","","","","","","34.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900733C9-CF8A-414F-9164-D6EA4BADA120.jpg?v=1754705510"
"the-knitted-scoop-dress-powder-blue","The knitted scoop dress - powder blue","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","14","","","","","","","34.00","","shopify","5","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900733C9-CF8A-414F-9164-D6EA4BADA120.jpg?v=1754705510"
"the-knitted-scoop-dress-powder-blue","The knitted scoop dress - powder blue","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 6<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","16","","","","","","","34.00","","shopify","7","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/900733C9-CF8A-414F-9164-D6EA4BADA120.jpg?v=1754705510"
"the-knitted-scoop-dress-white","The knitted scoop dress - white","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Also available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","4","","","","","","","34.00","","shopify","12","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/793C883C-FB4A-4252-A256-93DE0BB681DE.jpg?v=1754711597"
"the-knitted-scoop-dress-white","The knitted scoop dress - white","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Also available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","6","","","","","","","34.00","","shopify","8","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/793C883C-FB4A-4252-A256-93DE0BB681DE.jpg?v=1754711597"
"the-knitted-scoop-dress-white","The knitted scoop dress - white","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Also available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","8","","","","","","","34.00","","shopify","12","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/793C883C-FB4A-4252-A256-93DE0BB681DE.jpg?v=1754711597"
"the-knitted-scoop-dress-white","The knitted scoop dress - white","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Also available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","10","","","","","","","34.00","","shopify","3","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/793C883C-FB4A-4252-A256-93DE0BB681DE.jpg?v=1754711597"
"the-knitted-scoop-dress-white","The knitted scoop dress - white","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Also available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","12","","","","","","","34.00","","shopify","1","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/793C883C-FB4A-4252-A256-93DE0BB681DE.jpg?v=1754711597"
"the-knitted-scoop-dress-white","The knitted scoop dress - white","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Also available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","14","","","","","","","34.00","","shopify","5","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/793C883C-FB4A-4252-A256-93DE0BB681DE.jpg?v=1754711597"
"the-knitted-scoop-dress-white","The knitted scoop dress - white","<p><span class=""s1"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished. Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</span></p>
<p> </p>
<ul>
<li>Single layered knitted fabric</li>
<li>Super stretchy, long sleeve design</li>
<li>Wear on its own or as part of a set </li>
<li>Shown here with our matching wide band bikini</li>
<li>Also available in powder blue and lemon</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p class=""p1""><span class=""s1"">Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</span></p>","Koko Bay","","20, Dresses, Soleil","TRUE","active","Size","16","","","","","","","34.00","","shopify","1","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/793C883C-FB4A-4252-A256-93DE0BB681DE.jpg?v=1754711597"
"the-knot-swimsuit-black","The knot swimsuit - black","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra </li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut </li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li><em>The matching tassel mini skirt</em></li>
<li><em>The lace maxi skirt</em></li>
</ul>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<p> </p>
<p><strong>Holly (model 1) is 5'5 and wears a size 6</strong></p>
<p><strong>Sienna (model 2) is 5’8 and wears a size 8</strong></p>
<p><strong>Ellie (model 3) is 5’5 and wears size 6</strong></p>","Koko Bay","","30, SWIM","TRUE","active","Size","4","","","","","","","35.00","","shopify","15","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248236_iOS.jpg?v=1754678655"
"the-knot-swimsuit-black","The knot swimsuit - black","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra </li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut </li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li><em>The matching tassel mini skirt</em></li>
<li><em>The lace maxi skirt</em></li>
</ul>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<p> </p>
<p><strong>Holly (model 1) is 5'5 and wears a size 6</strong></p>
<p><strong>Sienna (model 2) is 5’8 and wears a size 8</strong></p>
<p><strong>Ellie (model 3) is 5’5 and wears size 6</strong></p>","Koko Bay","","30, SWIM","TRUE","active","Size","6","","","","","","","35.00","","shopify","19","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248236_iOS.jpg?v=1754678655"
"the-knot-swimsuit-black","The knot swimsuit - black","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra </li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut </li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li><em>The matching tassel mini skirt</em></li>
<li><em>The lace maxi skirt</em></li>
</ul>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<p> </p>
<p><strong>Holly (model 1) is 5'5 and wears a size 6</strong></p>
<p><strong>Sienna (model 2) is 5’8 and wears a size 8</strong></p>
<p><strong>Ellie (model 3) is 5’5 and wears size 6</strong></p>","Koko Bay","","30, SWIM","TRUE","active","Size","8","","","","","","","35.00","","shopify","25","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248236_iOS.jpg?v=1754678655"
"the-knot-swimsuit-black","The knot swimsuit - black","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra </li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut </li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li><em>The matching tassel mini skirt</em></li>
<li><em>The lace maxi skirt</em></li>
</ul>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<p> </p>
<p><strong>Holly (model 1) is 5'5 and wears a size 6</strong></p>
<p><strong>Sienna (model 2) is 5’8 and wears a size 8</strong></p>
<p><strong>Ellie (model 3) is 5’5 and wears size 6</strong></p>","Koko Bay","","30, SWIM","TRUE","active","Size","10","","","","","","","35.00","","shopify","19","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248236_iOS.jpg?v=1754678655"
"the-knot-swimsuit-black","The knot swimsuit - black","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra </li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut </li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li><em>The matching tassel mini skirt</em></li>
<li><em>The lace maxi skirt</em></li>
</ul>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<p> </p>
<p><strong>Holly (model 1) is 5'5 and wears a size 6</strong></p>
<p><strong>Sienna (model 2) is 5’8 and wears a size 8</strong></p>
<p><strong>Ellie (model 3) is 5’5 and wears size 6</strong></p>","Koko Bay","","30, SWIM","TRUE","active","Size","12","","","","","","","35.00","","shopify","11","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248236_iOS.jpg?v=1754678655"
"the-knot-swimsuit-black","The knot swimsuit - black","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra </li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut </li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li><em>The matching tassel mini skirt</em></li>
<li><em>The lace maxi skirt</em></li>
</ul>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<p> </p>
<p><strong>Holly (model 1) is 5'5 and wears a size 6</strong></p>
<p><strong>Sienna (model 2) is 5’8 and wears a size 8</strong></p>
<p><strong>Ellie (model 3) is 5’5 and wears size 6</strong></p>","Koko Bay","","30, SWIM","TRUE","active","Size","14","","","","","","","35.00","","shopify","8","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248236_iOS.jpg?v=1754678655"
"the-knot-swimsuit-black","The knot swimsuit - black","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra </li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut </li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li><em>The matching tassel mini skirt</em></li>
<li><em>The lace maxi skirt</em></li>
</ul>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<p> </p>
<p><strong>Holly (model 1) is 5'5 and wears a size 6</strong></p>
<p><strong>Sienna (model 2) is 5’8 and wears a size 8</strong></p>
<p><strong>Ellie (model 3) is 5’5 and wears size 6</strong></p>","Koko Bay","","30, SWIM","TRUE","active","Size","16","","","","","","","35.00","","shopify","9","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/20240222_135248236_iOS.jpg?v=1754678655"
"the-knot-swimsuit-lemon","The knot swimsuit - lemon","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra</li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut</li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li>
<em>The lace maxi skirt</em><em></em>
</li>
</ul>
<p> </p>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<meta charset=""UTF-8"">
<p><span>Holly is 5’5 and wears a size 6</span></p>","Koko Bay","","30, SWIM","TRUE","active","Size","4","","","","","","","35.00","","shopify","27","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D200DD49-206C-443F-A2E3-FB2FFB386CEF.jpg?v=1754690857"
"the-knot-swimsuit-lemon","The knot swimsuit - lemon","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra</li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut</li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li>
<em>The lace maxi skirt</em><em></em>
</li>
</ul>
<p> </p>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<meta charset=""UTF-8"">
<p><span>Holly is 5’5 and wears a size 6</span></p>","Koko Bay","","30, SWIM","TRUE","active","Size","6","","","","","","","35.00","","shopify","7","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D200DD49-206C-443F-A2E3-FB2FFB386CEF.jpg?v=1754690857"
"the-knot-swimsuit-lemon","The knot swimsuit - lemon","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra</li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut</li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li>
<em>The lace maxi skirt</em><em></em>
</li>
</ul>
<p> </p>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<meta charset=""UTF-8"">
<p><span>Holly is 5’5 and wears a size 6</span></p>","Koko Bay","","30, SWIM","TRUE","active","Size","8","","","","","","","35.00","","shopify","11","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D200DD49-206C-443F-A2E3-FB2FFB386CEF.jpg?v=1754690857"
"the-knot-swimsuit-lemon","The knot swimsuit - lemon","<p>Make a statement in our ultra flattering knot front swimsuit. Made from premium double layered lycra, with a unique design exclusively made in house by us. Featuring a high cut fit specifically designed to sit at the perfect position on your hips to give you a snatched waist, this is sure to be your go-to swimsuit this summer.</p>
<ul>
<li>Premium double layered Italian lycra</li>
<li>Bandeau design with cutout knot detail</li>
<li>High rise cut</li>
</ul>
<p><em>Pair her with:</em></p>
<ul>
<li>
<em>The lace maxi skirt</em><em></em>
</li>
</ul>
<p> </p>
<p>Fit guide: if you're in between sizes we recommend sizing up as this swimsuit fits on the snug side</p>
<meta charset=""UTF-8"">
<p><span>Holly is 5’5 and wears a size 6</span></p>","Koko Bay","","30, SWIM","TRUE","active","Size","10","","","","","","","35.00","","shopify","15","true","175","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/D200DD49-206C-443F-A2E3-FB2FFB386CEF.jpg?v=1754690857"
